,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
633.00,Trop belle pour toi,1989.00,R,25728.70,91 min,"Comedy, Drama, Romance",Bertrand Blier,Bertrand Blier,"Gérard Depardieu, Josiane Balasko, Carole Bouquet",A sharp love triangle is formed by a wealthy businessman.,French,France,6 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWRiMWFhZTgtZWNiZi00N2NjLWIxZWItZTcxMDU4ZDRjMmYwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",64.02,6.80,35785.51,tt0098520,movie,N/A,40071397.78,N/A,N/A,True,
634.00,Merci la vie,1991.00,R,25728.70,117 min,Drama,Bertrand Blier,Bertrand Blier,"Charlotte Gainsbourg, Anouk Grinberg, Michel Blanc",A story of hot and desperate bond between two girls.,French,France,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMzA3NjE0OGUtZTRkYy00MjQ2LWFhNzUtNGJjNjk3YWRmNmUzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",64.02,6.60,35785.51,tt0102436,movie,N/A,40071397.78,N/A,N/A,True,
635.00,"Un, deux, trois, soleil",1993.00,R,25728.70,104 min,"Comedy, Drama",Bertrand Blier,Bertrand Blier,"Anouk Grinberg, Myriam Boyer, Olivier Martinez","Surreal, dreamlike tale of girl growing up in Marseilles' slums with her alcoholic dad and her crazy mother. A challenging, dramatic tale of lost innocence that rewards attentive viewers in an unconventional narrative.",French,France,6 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNzUxNjQ0NDU5NV5BMl5BanBnXkFtZTcwNDM1MDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",64.02,6.40,35785.51,tt0108435,movie,38574.00,40071397.78,N/A,N/A,True,
636.00,Étoile sans lumière,1946.00,R,25728.70,88 min,Drama,Marcel Blistène,"André-Paul Antoine, Marcel Blistène","Édith Piaf, Marcel Herrand, Jules Berry",An actress is afraid for her career when her agent decides to hire a young provincial with a fabulous voice.,French,France,Nothing,https://m.media-amazon.com/images/M/MV5BMzhhNDJjYTMtMWNhOS00NWVjLWIyODktZjA3MzkwYzk2MmVjXkEyXkFqcGdeQXVyMzk4MjY4OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",64.02,6.20,35785.51,tt0039118,movie,N/A,40071397.78,N/A,N/A,True,
637.00,Macadam,1946.00,R,25728.70,100 min,"Crime, Drama","Jacques Feyder, Marcel Blistène",Jacques Viot,"Françoise Rosay, Paul Meurisse, Andrée Clément","Madame Rose runs a seedy hotel in a suburb of Paris. Strong-minded but without the least moral scruple, she once killed her husband, whose honesty was a hindrance to her business. Under a suspended sentence, she now indulges in smugg",French,France,Nothing,https://m.media-amazon.com/images/M/MV5BMjcxZGUwYzgtMmViYS00NTVhLThlYTQtYzdiNTY3NzYyNzRkXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",64.02,6.60,35785.51,tt0038711,movie,N/A,40071397.78,N/A,N/A,True,
638.00,Bibi Fricotin,1951.00,R,25728.70,89 min,Comedy,Marcel Blistène,"Arthur Harfaux, Maurice Henry","Maurice Baquet, Colette Darfeuil, Alexandre Rignault",Bibi Fricotin is looking for the Z trunk to restore to Catherine the heritage of her ancestors.,French,France,Nothing,https://m.media-amazon.com/images/M/MV5BYmVmYmE3ZDctMDBlNC00MzRlLThmMTMtZTlmMGQwYjM0M2Y1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",64.02,4.90,35785.51,tt0042246,movie,N/A,40071397.78,N/A,N/A,True,
639.00,District 9,2009.00,R,25728.70,112 min,"Action, Sci-Fi, Thriller",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, David James, Jason Cope",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"English, Nyanja, Afrikaans, Zulu, Xhosa, Sotho","South Africa, United States, New Zealand, Canada",Nominated for 4 Oscars. 31 wins & 117 nominations total,https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.00,7.90,35785.51,tt1136608,movie,40169.00,40071397.78,N/A,N/A,True,
640.00,Elysium,2013.00,R,25728.70,109 min,"Action, Drama, Sci-Fi",Neill Blomkamp,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.","English, Spanish, French, Afrikaans, Ukrainian","United States, Mexico, Canada",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.00,6.60,35785.51,tt1535108,movie,41625.00,40071397.78,N/A,N/A,True,
641.00,Great Guy,1936.00,Passed,25728.70,66 min,"Crime, Drama, Film-Noir",John G. Blystone,"James Edward Grant, Henry McCarty, Henry Johnson","James Cagney, Mae Clarke, James Burke",The adventures of an investigator (Cagney) for the Bureau of Weights and Measures.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMWQyYjMzNzYtMDBjNS00MjMyLWI0NzAtYTA3NTVlODgwZTJiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",64.02,6.30,35785.51,tt0027697,movie,36982.00,40071397.78,N/A,N/A,True,
642.00,Woman Chases Man,1937.00,Passed,25728.70,71 min,"Comedy, Romance",John G. Blystone,"Joseph Anthony (screen play), Manuel Seff (screen play), David Hertz (screen play), Lynn Root (original story), Frank Fenton (original story)","Miriam Hopkins, Joel McCrea, Charles Winninger, Erik Rhodes","Former millionaire B.J. Nolan is useless with money, having lost most of his fortune on crazy schemes. His son, Kenneth, has the opposite problem thanks to good sense and a large ...","English, French",USA,Nothing,https://m.media-amazon.com/images/M/MV5BMjA2OTE1NzM0NV5BMl5BanBnXkFtZTcwMTIwMzg4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",64.02,6.50,35785.51,tt0029789,movie,43992.00,40071397.78,N/A,N/A,True,
643.00,Block-Heads,1938.00,Approved,25728.70,57 min,"Comedy, War",John G. Blystone,"Charley Rogers, Felix Adler, James Parrott","Stan Laurel, Oliver Hardy, Patricia Ellis","Stan, who has remained faithfully at his World War I post for twenty years, finally comes home where his best friend, Ollie, takes him in, thus allowing him to discover the many conveniences of the modern world.",English,United States,Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BYjA5NmM2MGUtMDJiMy00NGVkLWJhZDYtZWNjYTM4YWU4OWFjXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",64.02,7.60,35785.51,tt0029923,movie,42819.00,40071397.78,N/A,N/A,True,
644.00,Our Hospitality,1923.00,Passed,25728.70,65 min,"Comedy, Romance, Thriller","John G. Blystone, Buster Keaton","Jean C. Havez, Clyde Bruckman, Joseph A. Mitchell","Buster Keaton, Natalie Talmadge, Joe Keaton","A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.","None, English",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNTNjZjYxMDQtMTViNi00NTg0LWFmZTYtNTdiMzUxZWU3ZTU2XkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",64.02,7.80,35785.51,tt0014341,movie,41254.00,40071397.78,N/A,N/A,True,
645.00,Escape in the Fog,1945.00,Approved,25728.70,63 min,"Crime, Drama, Film-Noir",Budd Boetticher,Aubrey Wisberg,"Otto Kruger, Nina Foch, William Wright","During WW2, an army nurse on R&amp;R in San Francisco has a premonition about witnessing a murder attempt against a G-man by Nazi agents.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BZThmZTM1N2EtYjE5My00NWZhLTljNzktNmYwN2IyY2U1NTBhXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",64.02,5.90,35785.51,tt0037678,movie,41114.00,40071397.78,N/A,N/A,True,
646.00,Behind Locked Doors,1948.00,Approved,25728.70,62 min,"Crime, Drama, Film-Noir",Budd Boetticher,"Eugene Ling, Malvin Wald","Lucille Bremer, Richard Carlson, Douglas Fowley","A well-known judge has become a fugitive from the police, with a large reward on his head. A reporter believes that the judge is hiding in a private sanitarium, so she seeks out a private investigator and asks him to pretend to be in",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BYThmYTQ1YzAtYWYzNy00NTJlLWExNTktMDY3NmRlMzZhZTQ0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",64.02,6.50,35785.51,tt0040153,movie,39244.00,40071397.78,N/A,N/A,True,
647.00,Assigned to Danger,1948.00,Approved,25728.70,66 min,"Crime, Drama, Film-Noir",Budd Boetticher,"Robert E. Kent, Eugene Ling","Gene Raymond, Noreen Nash, Robert Bice",Insurance investigator Dan Sullivan is forced to pose as a doctor while investigating a huge payroll robbery.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BOWNhMzNhMzctNjM3MS00ZDU0LTkxZWMtNWI1YzUzMDBiMjk3XkEyXkFqcGdeQXVyMjUyMzI1MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",64.02,5.80,35785.51,tt0040119,movie,N/A,40071397.78,N/A,N/A,True,
648.00,Black Midnight,1949.00,Approved,25728.70,66 min,"Drama, Western",Budd Boetticher,"Clint Johnston, Erna Lazarus","Roddy McDowall, Damian O'Flynn, Lyn Thomas","Scott Jordan (Roddy McDowall) and his Uncle Bill (Damian O'Flynn) take time from their own ranch chores to welcome home Martha Baxter (Fay Baker and her Daughter Cindy (Lyn Thomas), gone from their ranch two years. Sheriff Gilbert (K",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BYWE5YzQ4MGYtOWRlMS00MWY2LTllNzQtMTI5N2JjMmYwMWMxXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",64.02,6.30,35785.51,tt0041183,movie,N/A,40071397.78,N/A,N/A,True,
649.00,Killer Shark,1950.00,Approved,25728.70,76 min,Adventure,Budd Boetticher,Charles Lang,"Roddy McDowall, Laurette Luez, Roland Winters","A college student takes a break and goes out to sea with his father, the captain of a shark-hunting boat. When his inexperience results in an accident in which his father and a crewman are badly injured, he tries to make up for it by",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BYzNhMjRkNGYtOTBiMS00OWU4LTg4ZDYtNjAwMDI4YjMyMThlXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",64.02,4.40,35785.51,tt0042642,movie,N/A,40071397.78,N/A,N/A,True,
650.00,Bullfighter and the Lady,1951.00,Approved,25728.70,87 min,"Drama, Romance, Sport",Budd Boetticher,"James Edward Grant, Budd Boetticher, Ray Nazarro","Robert Stack, Joy Page, Gilbert Roland","Hoping to impress a beautiful senorita, an American visiting Mexico trains with a famous Mexican bullfighter and becomes a competing bullfighter himself.","English, Spanish","United States, Mexico",Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BZjA4ZmM4YWYtODJlNC00ODVmLTljNTgtNDVmYjVkM2M1YjljXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",64.02,6.70,35785.51,tt0043363,movie,42278.00,40071397.78,N/A,N/A,True,
651.00,Red Ball Express,1952.00,Approved,25728.70,83 min,"Action, Drama, War",Budd Boetticher,"John Michael Hayes, Marcy Klauber, William Grady Jr.","Jeff Chandler, Alex Nicol, Charles Drake",Story of the military truck drivers who kept the Allied armies supplied in Europe during World War II.,"English, French",United States,Nothing,https://m.media-amazon.com/images/M/MV5BODE5NWVlOTktMzc0NS00ODNhLTgyMjctZmYxZWZiODUzM2YyXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",64.02,6.30,35785.51,tt0045072,movie,N/A,40071397.78,Universal/Universal Int,N/A,True,
652.00,Horizons West,1952.00,Approved,25728.70,81 min,Western,Budd Boetticher,Louis Stevens,"Robert Ryan, Julie Adams, Rock Hudson",Two brothers end up on opposite sides of the law in post-Civil War Texas.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BZTRmNTg1MWYtNzM3YS00ZTdkLWExYWYtMGY3NjIxOTZmY2RlXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",64.02,6.20,35785.51,tt0044722,movie,41520.00,40071397.78,N/A,N/A,True,
653.00,Bronco Buster,1952.00,Approved,25728.70,80 min,Western,Budd Boetticher,"Horace McCoy (screenplay), Lillie Hayward (screenplay), Peter B. Kyne (story)","John Lund, Scott Brady, Joyce Holden, Chill Wills","A veteran rodeo rider takes on a young apprentice in order to ""teach him the ropes"", and winds up competing against him.",English,USA,Nothing,https://m.media-amazon.com/images/M/MV5BYzVhMTE0MjItN2U1Yy00YWMxLWE3NjYtODEwOGU2NzE5MTgwXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",64.02,6.10,35785.51,tt0044452,movie,N/A,40071397.78,N/A,N/A,True,
654.00,City Beneath the Sea,1971.00,G,25728.70,98 min,"Action, Adventure, Sci-Fi",Irwin Allen,"John Meredyth Lucas (screenplay), Irwin Allen (story)","Stuart Whitman, Rosemary Forsyth, Robert Colbert, Burr DeBenning",A group of 21st-century colonists inhabit the underwater city called Pacifica. They find they must defend the city against hostile alien forces.,English,USA,Nothing,https://m.media-amazon.com/images/M/MV5BNjM4MzAxZjgtYTQ4Ni00NzFiLWFhMmMtNGUyMDI2M2I4OGFjXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",64.02,5.30,35785.51,tt0065556,movie,40092.00,40071397.78,N/A,N/A,True,
655.00,Wings of the Hawk,1953.00,Passed,25728.70,81 min,"Adventure, Romance, Western",Budd Boetticher,"James E. Moser, Gerald Drayson Adams, Kay Lenard","Van Heflin, Julie Adams, Abbe Lane","During the Mexican revolution of 1910, an American prospector gets involved with the revolutionaries after a corrupt Mexican official confiscates his mine.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BNmYwYzVkODctZmU4MS00ZDkwLTk1MWMtNmRlZWIxOGJmODRlXkEyXkFqcGdeQXVyMTIyNjIyODU3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",64.02,6.00,35785.51,tt0046552,movie,N/A,40071397.78,N/A,N/A,True,
656.00,Seminole,1953.00,Approved,25728.70,87 min,"Adventure, Western",Budd Boetticher,Charles K. Peck Jr.,"Rock Hudson, Barbara Hale, Anthony Quinn","A cavalry lieutenant recounts his efforts to make peace with the Seminole Indian tribe, under an evil major.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BNTk3OWIxYzQtZWEzYS00MmE2LTkzNmEtMjViMzI0YmE0ZjhjXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",64.02,6.20,35785.51,tt0046294,movie,40862.00,40071397.78,N/A,N/A,True,
657.00,Decision at Sundown,1957.00,Approved,25728.70,77 min,Western,Budd Boetticher,"Charles Lang, Vernon L. Fluharty","Randolph Scott, John Carroll, Karen Steele","Bart Allison and sidekick Sam arrive in the town of Sundown on the wedding day of town boss Tate Kimbrough, whom Allison blames for his wife's death years earlier.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BNDE1YTZhMWItMTU5Ni00ZWFhLWJlNTktZmUzZjAwODhmNjJhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",64.02,6.80,35785.51,tt0050296,movie,41184.00,40071397.78,N/A,N/A,True,
658.00,Buchanan Rides Alone,1958.00,Approved,25728.70,80 min,"Drama, Western",Budd Boetticher,"Charles Lang, Jonas Ward, Burt Kennedy","Randolph Scott, Craig Stevens, Barry Kelley","Texan Tom Buchanan is heading back home with enough money to start his own ranch, but when he stops in the crooked town of Agry, he's robbed and framed for murder.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMTE5MWE0YTAtNTFjNi00OGQ4LWFlZDgtNWI5NjY4NWUwMjZjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",64.02,6.90,35785.51,tt0051437,movie,39756.00,40071397.78,N/A,N/A,True,
659.00,Westbound,1958.00,Passed,25728.70,72 min,"Action, Romance, War",Budd Boetticher,"Berne Giler, Albert S. Le Vino","Randolph Scott, Virginia Mayo, Karen Steele",In 1864 Capt. John Hayes goes to Colorado to take over the stagecoach line and keep the flow of Western gold flowing and help the North win the Civil War.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BM2JhNWU4YWUtNTJiMS00MGRmLThhMzItMGIyZjI5MTJmNDE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",64.02,6.50,35785.51,tt0053441,movie,39986.00,40071397.78,Warner Bros.,N/A,True,
660.00,Ride Lonesome,1959.00,Not Rated,25728.70,73 min,"Drama, Western",Budd Boetticher,Burt Kennedy,"Randolph Scott, Karen Steele, Pernell Roberts","A bounty hunter escorts a killer to be tried for murder, but allows the man's outlaw brother to catch up with them to have a showdown over a previous shocking murder.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BNmZlN2QxYWQtN2I4Yi00MjM3LTgzNDItNzQzMDQ1ZDUwY2I3XkEyXkFqcGdeQXVyNDIyMjczNjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",64.02,7.20,35785.51,tt0053220,movie,41184.00,40071397.78,N/A,N/A,True,
661.00,Comanche Station,1960.00,Approved,25728.70,73 min,"Drama, Western",Budd Boetticher,Burt Kennedy,"Randolph Scott, Nancy Gates, Claude Akins","A man saves a woman who had been kidnapped by Comanches, then struggles to get both of them home alive.","English, Indian Sign , North American Indian",United States,Nothing,https://m.media-amazon.com/images/M/MV5BMDM0MjJmOTktZWRmOS00MGQyLWI1N2MtMGRlYmM1MDBlOTc3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",64.02,7.00,35785.51,tt0053729,movie,41184.00,40071397.78,N/A,N/A,True,
662.00,Marlowe,1969.00,PG,25728.70,96 min,"Crime, Drama, Mystery",Paul Bogart,"Raymond Chandler, Stirling Silliphant","James Garner, Gayle Hunnicutt, Carroll O'Connor",A young woman from Kansas hires LA private detective Philip Marlowe to find her missing brother.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BODg2NGNlOTktNGUzMy00NjZmLWFkMzgtYjE1YjBjYTkxMzY2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",64.02,6.40,35785.51,tt0064638,movie,40659.00,40071397.78,N/A,N/A,True,
663.00,The Skin Game,1931.00,TV-G,25728.70,85 min,Drama,Alfred Hitchcock,"John Galsworthy, Alfred Hitchcock, Alma Reville","Edmund Gwenn, Jill Esmond, C.V. France",An old traditional family and a modern family battle over land in a small English village and almost destroy each other.,English,United Kingdom,Nothing,https://m.media-amazon.com/images/M/MV5BZjcxNDdhM2MtMTk0YS00ODVkLTgwZTMtMGVhYjUwY2RkNDZmXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.00,5.80,35785.51,tt0022395,movie,38027.00,40071397.78,N/A,N/A,True,
664.00,Mr. Ricco,1975.00,PG,25728.70,98 min,"Crime, Drama, Thriller",Paul Bogart,"Robert Hoban, Ed Harvey, Francis Kiernan","Dean Martin, Eugene Roche, Thalmus Rasulala",A San Francisco attorney (Dean Martin) is hired to defend a black militant accused of murder.,English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BODlkZGFiYTQtNmEzNC00MWFjLWI2OWYtNGUyZDZjZDhmZTgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",64.02,5.80,35785.51,tt0073411,movie,41163.00,40071397.78,Metro-Goldwyn-Mayer,N/A,True,
